Date,0
2018-01-02,
2018-01-03,
2018-01-04,
2018-01-05,
2018-01-08,
2018-01-09,
2018-01-10,
2018-01-11,
2018-01-12,
2018-01-15,
2018-01-16,
2018-01-17,
2018-01-18,
2018-01-19,
2018-01-22,
2018-01-23,
2018-01-24,
2018-01-25,
2018-01-29,
2018-01-30,
2018-01-31,
2018-02-01,
2018-02-02,
2018-02-05,
2018-02-06,
2018-02-07,
2018-02-08,
2018-02-09,
2018-02-12,
2018-02-14,
2018-02-15,
2018-02-16,
2018-02-19,
2018-02-20,
2018-02-21,
2018-02-22,
2018-02-23,
2018-02-26,
2018-02-27,
2018-02-28,
2018-03-01,
2018-03-05,
2018-03-06,
2018-03-07,
2018-03-08,
2018-03-09,
2018-03-12,
2018-03-13,
2018-03-14,
2018-03-15,
2018-03-16,
2018-03-19,
2018-03-20,
2018-03-21,
2018-03-22,
2018-03-23,
2018-03-26,
2018-03-27,
2018-03-28,
2018-04-02,-0.5005876077920303
2018-04-03,-0.265160678071607
2018-04-04,-0.5808977903942327
2018-04-05,-0.46063161021347954
2018-04-06,-0.7697053064569991
2018-04-09,-0.8896187555273062
2018-04-10,-0.8554567515269901
2018-04-11,-0.6226080770793614
2018-04-12,-0.7188944912666366
2018-04-13,-0.6906046103312954
2018-04-16,-0.5242955746197765
2018-04-17,-0.31467332947451904
2018-04-18,-0.5723283450362351
2018-04-19,-0.3813236796433716
2018-04-20,-0.5391957855771418
2018-04-23,-0.6814704473720928
2018-04-24,-0.72244387292505
2018-04-25,-0.6133479348618741
2018-04-26,-0.5069429631218363
2018-04-27,-0.200497695353057
2018-04-30,0.04760954875614895
2018-05-02,0.27608304379978305
2018-05-03,0.1584920470654741
2018-05-04,0.5286597284270593
2018-05-07,0.831499644887659
2018-05-08,0.8348437387889408
2018-05-09,1.0898209717072103
2018-05-10,0.6012203943778885
2018-05-11,0.8747917663302491
2018-05-14,0.6657986741074924
2018-05-15,0.5189200405809444
2018-05-16,0.3630467844296326
2018-05-17,0.6990123516825376
2018-05-18,0.8551684156643607
2018-05-21,0.5369358836671262
2018-05-22,0.9542467032884966
2018-05-23,0.413084212989675
2018-05-24,0.4116735426087961
2018-05-25,0.5793259738715674
2018-05-28,0.9636210548123457
2018-05-29,1.0947413000629391
2018-05-30,1.106448626844117
2018-05-31,1.5106263788573762
2018-06-01,2.003842100521156
2018-06-04,2.1149655090139916
2018-06-05,1.7928151357366253
2018-06-06,2.2469406815705844
2018-06-07,1.8177623118656976
2018-06-08,1.9950939134253494
2018-06-11,2.307791832130611
2018-06-12,2.532270170673216
2018-06-13,3.1418355427231783
2018-06-14,3.862688656233584
2018-06-15,3.8780902877201724
2018-06-18,3.191122716513492
2018-06-19,2.9809190470060725
2018-06-20,3.575844525038287
2018-06-21,2.9407316238694627
2018-06-22,3.3265445981594195
2018-06-25,3.9596158447710286
2018-06-26,3.4948172137154305
2018-06-27,3.0187607652929556
2018-06-28,3.298544139938917
2018-06-29,3.236733659843607
2018-07-02,2.896541764901069
2018-07-03,3.111935104627214
2018-07-04,3.2213792955106544
2018-07-05,2.6527972998499276
2018-07-06,2.655748595720566
2018-07-09,3.0423490230044052
2018-07-10,3.208352857261426
2018-07-11,3.131083581749715
2018-07-12,3.4114432197552933
2018-07-13,3.2629624459121493
2018-07-16,2.688150393576958
2018-07-17,2.6615659133622116
2018-07-18,2.401045724566471
2018-07-19,2.549634109122212
2018-07-20,3.1431462284523124
2018-07-23,3.1562006321057274
2018-07-24,3.1642332909056288
2018-07-25,3.055174650668621
2018-07-26,3.190310931909983
2018-07-27,4.136647178621549
2018-07-30,3.9422672008240043
2018-07-31,4.501354877766409
2018-08-01,4.46861208844136
2018-08-02,4.068830525868966
2018-08-03,4.4514945858105595
2018-08-06,4.51123400154492
2018-08-07,4.55978279791945
2018-08-08,4.980478773283339
2018-08-09,4.615956247446869
2018-08-10,4.601519145274936
2018-08-13,5.092887436163933
2018-08-14,5.281779038665954
2018-08-16,6.0275915770968815
2018-08-17,5.760926272528494
2018-08-20,5.758598442144663
2018-08-21,5.519393902943092
2018-08-23,5.8018530108087925
2018-08-24,5.690486684913844
2018-08-27,5.862778484271922
2018-08-28,5.925110021043181
